run,last_val_step,val_loss,RMSE,MAE,R2,MaxError,AbsErrorP50,AbsErrorP90,AbsErrorP95,AbsErrorP99,TempRecallAboveSolidus,TempPrecisionAboveSolidus,TempF1AboveSolidus,SpecGateRecallAt0.1,SpecGatePrecisionAt0.1,SpecGateNormalP99,ArrivalGateRecallAt0.1,ArrivalGatePrecisionAt0.1,ArrivalGateNormalP99,train_loss,train_seconds_per_batch,train_peak_vram_gb,test_RMSE,test_MAE,test_R2,test_MaxError,test_AbsErrorP50,test_AbsErrorP90,test_AbsErrorP95,test_AbsErrorP99,test_TempRecallAboveSolidus,test_TempPrecisionAboveSolidus,test_TempF1AboveSolidus,test_worst_step,test_worst_raw_time,test_worst_node,test_worst_pred,test_worst_target,test_worst_abs_error,event_file,test_report
ablation_z85_probe100,5,1654.281982421875,16.182973861694336,2.4112985134124756,0.9971290826797485,1681.1712646484375,0.89385986328125,3.4957947731018066,6.2744140625,25.42125701904297,0.0,0.0,0.0,,,,1.0,0.0017204555915668607,0.030174996703863144,1772.796630859375,0.9837708473205566,9.892401695251465,,,,,,,,,,,,,,,,,,events.out.tfevents.1785862679.WorkStation-U9.29576.0,
